ID,Text,BG Color,Sticky type,Border line,Position X,Position Y,Area,Link to,Last Updated By,Last Updated,Last Content Edited By,Last Content Edited,Tags,Integration Labels
26-1751303053656,"If I'm doing this (in real life) I'm probably asking my wife ""hey what did we earn on that farm property...or yard sale""",#D8D8B1,3x3,NO,25810.03,12686.02,stop application to find gather info,,Hieu Vo,2025-07-21T11:06:02-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
4-1752796271926,Financial info preference:GREEN (doesn't care about the gray box with prior info),#C0DA93,3x3,NO,26180.00,14002.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
2-1752796271926,Not necessary to have last year's income info. Maybe put in a dropdown or something,#B8B299,3x3,NO,25856.00,13678.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
3-1752796271926,"This is alot of info, having a hard time consuming the info, getting confused seeing the last year's info",#B8B299,3x3,NO,26180.00,13678.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
1-1752796271926,"income: seeing them next to each other, definitely like the blank slate one. Focus your mind on the 2024",#FADAB3,3x3,NO,26180.00,13840.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
0-1752796271926,See too many people confused with trying to fill out online forms with the VA,#9EDCFA,3x3,NO,26018.00,14164.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
5-1752796271926,"on the right, where is shows me 2023, I would say, who cares?",#9EDCFA,3x3,NO,25856.00,14164.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T16:51:12-07:00,[],[]
32-1751965352846,"grey box: if something applies to me, i'd switch it to zero",#C0DA93,3x3,NO,26018.00,14002.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
148-1751965352846,Seems to think the gray box was allowing you to bypass updating your information??,#C0DA93,3x3,NO,26342.00,14002.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
22-1751965333816,Was neutral on having the info from previous year,#B8B299,3x3,NO,26018.00,13678.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
21-1751965333816,"When asked how the previous year's info helped with using the form or decision making, was very confused on what  was being asked of them",#B8B299,3x3,NO,26342.00,13678.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
182-1751965316751,"unless a person wants to see the difference, this gives a blank slate.. of what they can input",#FADAB3,3x3,NO,25856.00,13840.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
4-1751965316751,"""May be helpful for some that want to know...kind of on the fence...I like it to focus on the current year.""",#FADAB3,3x3,NO,25856.00,14002.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
42-1751965316751,want to focus on current year,#FADAB3,3x3,NO,26342.00,13840.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-17T17:09:41-07:00,[],[]
134-1751965316751,this is better than having the gray box of information from previous years,#FADAB3,3x3,NO,26018.00,13840.10,Prefers option without Gray Box (green),,Hieu Vo,2025-07-21T11:03:43-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
146-1751965352846,"If the gray box applied to me, I'd know if it's wrong and do the update (in the field)",#C0DA93,3x3,NO,25504.00,14164.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
143-1751965352846,Understands the gray income boxes on the page,#C0DA93,3x3,NO,25180.00,14164.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
142-1751965352846,"Gray boxI it's not confusing, I'd check the dropdown and then tabulate my expenses and see if there's been changes",#C0DA93,3x3,NO,25342.00,14164.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
204-1751965333816,Likes RED better (for financial info) because of layout,#B8B299,3x3,NO,25018.00,14002.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
231-1751965333816,Identifies that the gray box is previously reported income,#B8B299,3x3,NO,24856.00,14002.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
232-1751965333816,"Gray income box: ""it's assuming I've entered in this (amount) somewhere else, right?",#B8B299,3x3,NO,25180.00,14002.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
180-1751965316751,"most likely would want to edit on previous, gray box page",#FADAB3,3x3,NO,25342.00,13678.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
169-1751965316751,finds gray box of last years income helpful,#FADAB3,3x3,NO,25504.00,13678.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
166-1751965316751,"Still finds the grey box info helpful, let's you know what you should be covering",#FADAB3,3x3,NO,24856.00,13840.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
52-1751965316751,"vs having the information from previous year, it may be helpful for some how want to know so they can verify",#FADAB3,3x3,NO,25180.00,13678.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
51-1751965316751,"kind of on the fence, I like the info but also like the clean slate",#FADAB3,3x3,NO,25018.00,13678.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
290-1751965316751,Finds the gray box helpful since you know what you're looking at...it's a precursor to make sure you're covering everything ,#FADAB3,3x3,NO,24856.00,13678.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
72-1751964616384,"Are the gray boxes useful? Oh yes, very useful. I imagine if I have this, I now know I already provided before, and you've captured it. You're presenting it to me and giving me the option to then update it for (the current year)",#FCB6D4,3x3,NO,25504.00,13840.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
126-1751964616384,Despite having the gray boxes...on deductibles page would still stop here to go get that information to itemize and confirm,#FCB6D4,3x3,NO,25180.00,13840.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
162-1751964616384,"I would expect..when looking for financial information, I would have this ready to go because I know I'm filling this out. (referencing the gray box with prior income)",#FCB6D4,3x3,NO,25018.00,13840.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
67-1751964616384,"Did the gray box help you know what to do next, or hinder you?It was helpful, but I didn't necessarily need it. ",#FCB6D4,3x3,NO,25342.00,13840.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
90-1751855579883,I could see this information could change from year to year. ,#9EDCFA,3x3,NO,25180.00,14326.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
214-1751498416214,"Gray prior income box""I can figure out which ones you were talking about before""",#D8C7FF,3x3,NO,25342.00,14326.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
62-1751394433902,Grey box - 100% useful b/c not going to know 2023 info,#AAED92,3x3,NO,24856.00,14164.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
58-1751334759857,Likes the gray box showing year prior,#AAED92,3x3,NO,25018.00,14164.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
40-1751303053656,Likes the financial review section,#D8D8B1,3x3,NO,25504.00,14002.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
74-1751303053656,Likes the gray prior income card because he'll know if there's an error in the VA system,#D8D8B1,3x3,NO,25342.00,14002.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
2-1750985846402,"Financial infoB (gray card box) ""looks laid out better to me, easier to work with""",#FCF281,3x3,NO,25018.00,14326.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-06-26T17:57:27-07:00,[],[]
121-1750984883138,"Gray prior income card: this would be helpful ""for younger Veterans"" but it's not pertinent to P1",#FCF281,3x3,NO,24856.00,14326.10,Like Financial Gray Box reference (red),,Hieu Vo,2025-07-21T11:02:06-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
42-1751965352846,would click the dropdown to see what's nonreimbursible,#C0DA93,3x3,NO,25302.65,12524.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
28-1751965352846,spouse info page makes sense,#C0DA93,3x3,NO,24816.65,12524.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
160-1751965352846,Nothing confusing,#C0DA93,3x3,NO,25140.65,12524.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
145-1751965352846,Financial info confusing?No,#C0DA93,3x3,NO,24654.65,12524.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
106-1751965352846,No issues on spouse income page,#C0DA93,3x3,NO,24978.65,12524.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
122-1751965316751,kind of a muscle memory thing (compare income pages to taxes),#FADAB3,3x3,NO,24654.65,13172.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:59-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
118-1751965316751,"no, not confusing. If you know this information and have been doing your taxes",#FADAB3,3x3,NO,24816.65,13172.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:59-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
82-1751964616384,SEQ1 (very easy)With the exception of deductible expenses page,#FCB6D4,3x3,NO,24978.65,13017.13,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:50-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
55-1751964616384,Nothing was confusing,#FCB6D4,3x3,NO,24816.65,13017.13,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:50-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
78-1751964616384,"""That seems straightforward and you have the explanations""",#FCB6D4,3x3,NO,24654.65,13017.13,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:50-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
81-1751855579883,no problem entering in provided financial information,#9EDCFA,3x3,NO,24816.65,12362.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
82-1751855579883,"it explains the deductions, straightfoward",#9EDCFA,3x3,NO,24654.65,12362.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
151-1751855579883,"Pauses on deductible expenses ""I guess it explains the different deductions""",#9EDCFA,3x3,NO,24978.65,12362.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
137-1751855579883,Anything confusing?Not really once I looked back at what specific information you need for the deductions,#9EDCFA,3x3,NO,25302.65,12362.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
176-1751855579883,No issues with Veteran/spouse income,#9EDCFA,3x3,NO,25140.65,12362.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
26-1751498416214,deductible page straight forward,#D8C7FF,3x3,NO,25140.65,12686.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
138-1751498416214,otherwise I think it sounds fine,#D8C7FF,3x3,NO,24654.65,12848.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
107-1751498416214,"no comments on deductible page ""it is all pretty straight forward""",#D8C7FF,3x3,NO,24816.65,12686.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
242-1751498416214,"""It looks straightforward""",#D8C7FF,3x3,NO,24654.65,12686.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
248-1751498416214,"Anything confusing? ""No, straightforward""",#D8C7FF,3x3,NO,24978.65,12686.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
211-1751498416214,"SEQ2 (Easy) ""It's not very easy because I'm a W-2 and a 1099 and other investments and stuff"" -- the form itself was easy",#D8C7FF,3x3,NO,24816.65,12848.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
166-1751498416214,"""I think it's all fine""",#D8C7FF,3x3,NO,25302.65,12686.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T10:58:55-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
2-1751415044460,"this is simple info, give me the info, ask once not again. And more difficult asking for financial information",#86E6D9,3x3,NO,24978.65,12848.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:41-07:00,Hieu Vo,2025-07-01T17:10:45-07:00,[],[]
55-1751394433902,Everything straightforward - got confused by typo: spouse's net income,#AAED92,3x3,NO,25140.65,12848.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:41-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
55-1751334759857,Nothing confusing on the financial section,#AAED92,3x3,NO,25302.65,12848.32,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:41-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
25-1751329209704,Would have breezed through this - nothing was difficult,#D8D8B1,3x3,NO,25302.65,13017.13,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:27:01-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
56-1751964616384,"Does this financial review page help you catch a mistake?This would be very easy, there's the edit to make any changes",#FCB6D4,3x3,NO,25140.65,13017.13,Financial section is straigthfoward,,Hieu Vo,2025-07-21T11:26:50-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
36-1751965352846,Wants more context for why form is asking for fin. info,#C0DA93,3x3,NO,24317.37,12361.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
144-1751965352846,"This question is confusing. In my particular case, I'd never see this screen. I need more information about why they're asking",#C0DA93,3x3,NO,24155.37,12361.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
139-1751965352846,I want more context,#C0DA93,3x3,NO,23993.37,12361.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
175-1751965352846,"Financial intro page:""What are they considering income and deductible expenses? If you're over 30%, you don't have income?",#C0DA93,3x3,NO,23831.37,12361.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
174-1751965316751,"precursor to what you are covering, know what to look for",#FADAB3,3x3,NO,23831.37,12847.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
145-1751965316751,"""Only access what you need""",#FADAB3,3x3,NO,24155.37,12685.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:40-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
155-1751965316751,"If they press ""yes"" - thinks there is going to be a conditional response",#FADAB3,3x3,NO,24317.37,12685.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:42-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
273-1751965316751,Wants more dynamic/functional content on the intro page,#FADAB3,3x3,NO,23831.37,12685.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
