CLMANT_TXT,CNTNTN_CLSFCN_ID,SPECL_ISSUE_TYPE_CD,PERSON_SPECL_STATUS_TYPE_NM,
INCR PTSD,9010,PTSD/1,,
INCREASE OF PTSD,9010,PTSD/1,,
PTSD-SEE ATTACHED 21-0781,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER.,9010,PTSD/1,,
PTSD (S/C),9010,PTSD/1,,
SLEEP APNEA DUE TO PTSD,9012,PTSD/1,,
CONNECTED PTSD,9010,PTSD/1,,
INCREASE IN SERVICE CONNECTED PTSD,9010,PTSD/1,,
POST TRUAMATIC STRESS DISORDER,9010,PTSD/1,,
PTSD - RECONSIDERATION,9010,PTSD/1,,
PTSD-SC,9010,PTSD/1,,
SC POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
TPSD,9010,PTSD/1,,
POSTTRAUMATIC STRESS DISORDER (PTSD),9010,PTSD/1,,
PTSD (INC),9010,PTSD/1,,
(NEW) PTSD,9010,PTSD/1,,
NEW - PTSD,9010,PTSD/1,,
PSYCHIATRIC CONDITION TO INCLUDE PTSD,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER (COMBAT),9010,PTSD/1,,
POST TRUMATIC STRESS DISORDER,9010,PTSD/1,,
PTDS,9010,PTSD/1,,
PTSD WITH DEPRESSION & INSOMNIA,9010,PTSD/1,,
"PTSD, INCREASE",9010,PTSD/1,,
RE-EVALUATION OF PTSD,9010,PTSD/1,,
ALCOHOLISM SECONDARY TO PTSD,8989,PTSD/1,,
IBS DUE TO PTSD,8968,PTSD/1,,
INCREASE FOR S/C PTSD,9010,PTSD/1,,
PTSD REQUEST AN INCREASE,9010,PTSD/1,,
PTSD-DUE TO SERVICE,9010,PTSD/1,,
PTSD (21-0781),9010,PTSD/1,,
PTSD (REOPEN FOR INCREASE),9010,PTSD/1,,
PTSD-UNDER 3.304 (F) (3),9010,PTSD/1,,
INCREASE FOR SC PTSD,9010,PTSD/1,,
NEW CLAIM PTSD,9010,PTSD/1,,
POSSIBLE PTSD,9010,PTSD/1,,
POSTTRAUMATIC STRESS,9010,PTSD/1,,
PTSD/INCREASE,9010,PTSD/1,,
SC-PTSD,9010,PTSD/1,,
9411 PTSD,9010,PTSD/1,,
PTSD (SC),9010,PTSD/1,,
PTSD WITH INSOMNIA,9010,PTSD/1,,
DEPRESSION (SECONDARY TO PTSD),9010,PTSD/1,,
DEPRESSION DUE TO PTSD,9010,PTSD/1,,
"PTSD, NEW",9010,PTSD/1,,
RE-EVAL PTSD,9010,PTSD/1,,
SUBSTANCE ABUSE SECONDARY TO PTSD,8989,PTSD/1,,
DISORDER (PTSD),9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER WITH ANXIETY AND DEPRESSION,9010,PTSD/1,,
PTSD-ANXIETY,9010,PTSD/1,,
INCREASED RATING PTSD,9010,PTSD/1,,
POST TRAUMATIC STRESS DIS,9010,PTSD/1,,
PTSD (DUE TO MILITARY EXPERIENCE),9010,PTSD/1,,
"AQUIRED MENTAL CONDITION TO INCLUDE PTSD,",9010,PTSD/1,,
INCREASED EVALUATION PTSD,9010,PTSD/1,,
PTSD (COMBAT ACTION BADGE),9010,PTSD/1,,
PTSD NEW CLAIM,9010,PTSD/1,,
INCREASED PTSD,9010,PTSD/1,,
PTSD (PURPLE HEART),9010,PTSD/1,,
PTSD (SERVICE CONNECTED),9010,PTSD/1,,
PTSD AND ALL MENTAL DISORDERS,9010,PTSD/1,,
PTSD DUE TO SERVICE IN VIETNAM,9010,PTSD/1,,
REQUEST INCREASE FOR PTSD,9010,PTSD/1,,
ACQUIRED PSYCH DISORDER TO INCLUDE PTSD,9010,PTSD/1,,
"POST TRAUMATIC STRESS DISORDER (PTSD),",9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER INCREASE,9010,PTSD/1,,
PTSD (OIF),9010,PTSD/1,,
PTSD N,9010,PTSD/1,,
PTSD WITH DEPRESSION & ANXIETY,9010,PTSD/1,,
"SC FOR PTSD, AND ALL OTHER ACQUIRED MENTAL",9010,PTSD/1,,
"SC FOR PTSD, TO INCLUDE ALL OTHER ACQUIRED",9010,PTSD/1,,
INCREASE- PTSD,9010,PTSD/1,,
PTSD -INCREASE,9010,PTSD/1,,
PTSD OR ANY OTHER MENTAL CONDITION,9010,PTSD/1,,
PTSD WITH DEPRESSION AND ANXIETY DISORDER,9010,PTSD/1,,
PTSD/ANXIETY DISORDER,9010,PTSD/1,,
S/C POST-TRAUMATIC STRESS DISORDER (PTSD),9010,PTSD/1,,
PTSD W/ DEPRESSION,9010,PTSD/1,,
PTSD INC,9010,PTSD/1,,
COMBAT PTSD,9010,PTSD/1,,
ENTITLEMENT TO AN INCREASE FOR PTSD,9010,PTSD/1,,
IBS SECONDARY TO PTSD,8968,PTSD/1,,
INCREASE OF S/C DIS PTSD,9010,PTSD/1,,
PTSD NIGHTMARES,9010,PTSD/1,,
PTSD REEVALUATION,9010,PTSD/1,,
"SC FOR PTSD, TO INCLUDE ALL",9010,PTSD/1,,
CONDITION TO INCLUDE PTSD,9010,PTSD/1,,
IR SC PTSD,9010,PTSD/1,,
MIGRAINES SECONDARY TO PTSD,9007,PTSD/1,,
PTSD INCREASE IN EVALUATION,9010,PTSD/1,,
PTSD SEE ATTACHED 21-0781,9010,PTSD/1,,
^SC POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
ANXIETY (SECONDARY TO PTSD),9010,PTSD/1,,
PDSD,9010,PTSD/1,,
"PTSD, AND ALL OTHER",9010,PTSD/1,,
SERVICE-CONNECTED PTSD,9010,PTSD/1,,
HYPERTENSION-SECONDARY TO PTSD,8979,PTSD/1,,
POST TRAUMATIC STRESS DISORDER - INCREASE,9010,PTSD/1,,
"PTSD, DEPRESSION, ANXIETY,",9010,PTSD/1,,
PTSD-UNDER 3.304 (F)(3),9010,PTSD/1,,
TEMP 100% PTSD,9010,PTSD/1,,
TRAUMATIC STRESS DISORDER.,9010,PTSD/1,,
AMENDMENT TO INCLUDE POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
ANXIETY-SECONDARY TO PTSD,9010,PTSD/1,,
ANY ACQUIRED PSYCHIATRIC DISORDER TO INCLUDE PTSD,9010,PTSD/1,,
POSTRAUMATIC STRESS DISORDER,9010,PTSD/1,,
PTSD COMBAT IRAQ,9010,PTSD/1,,
PTSD IRAQ,9010,PTSD/1,,
PTSD ISSUES,9010,PTSD/1,,
PTSD-SEE 21-0781,9010,PTSD/1,,
ACQUIRED MENTAL HEALTH CONDITION TO INCLUDE ANXIETY DEPRESSION AND PTSD,9010,PTSD/1,,
PTSD AND DEPRESSION,9010,PTSD/1,,
RE-OPEN CLAIM FOR PTSD,9010,PTSD/1,,
TEMPORARY 100% PTSD,9010,PTSD/1,,
"TO INCLUDE PTSD, ANXIETY,",9010,PTSD/1,,
"TRAUMATIC STRESS DISORDER,",9010,PTSD/1,,
"ACQUIRED PSYCHIATRIC CONDITION TO INCLUDE PTSD, DEPRESSION, ANXIETY AND OTHERS",9010,PTSD/1,,
"AQUIRED MENTAL CONDITION TO INCLUDE PTSD, ANXIETY AND DEPRESSION",9010,PTSD/1,,
POSTTRAUMATICSTRESSDISORDER,9010,PTSD/1,,
PTSD DUE TO SERVICE,9010,PTSD/1,,
PTSD W/ ANXIETY & DEPRESSION,9010,PTSD/1,,
REOPEN-PTSD,9010,PTSD/1,,
SLEEP APNEA 2ND PTSD,9012,PTSD/1,,
ANXIETY PTSD,9010,PTSD/1,,
INSOMNIA DUE TO PTSD,8989,PTSD/1,,
OBSTRUCTIVE SLEEP APNEA SECONDARY TO PTSD,9012,PTSD/1,,
PTSD DUE TO COMBAT IN VIETNAM,9010,PTSD/1,,
REEVAL PTSD,9010,PTSD/1,,
SLEEP APENA SECONDARY TO PTSD,9012,PTSD/1,,
ALCOHOL ABUSE SECONDARY TO PTSD,8989,PTSD/1,,
CHRONIC POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
^SC - PTSD,9010,PTSD/1,,
1 PTSD,9010,PTSD/1,,
AQUIRED MENTAL CONDITION TO INCLUDE PTSD ANXIETY AND DEPRESSION,9010,PTSD/1,,
DEPRESSION (PTSD),9010,PTSD/1,,
LIMITED TO PTSD,9010,PTSD/1,,
PTSD IR,9010,PTSD/1,,
PTSD TO INCLUDE MENTAL CONDITION,9010,PTSD/1,,
PTSD-POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
SLEEP APNEA SECONDARY PTSD,9012,PTSD/1,,
PTSD TO INCLUDE DEPRESSION,9010,PTSD/1,,
CONNECTION FOR PTSD/POST,9010,PTSD/1,,
ENTITLEMENT TO SERVICE CONNECTION FOR POST TRAUMATIC STRESS DISORDER.,9010,PTSD/1,,
PTSD DUE TO WORSENING OF CONDITION,9010,PTSD/1,,
PTSD -INITIAL,9010,PTSD/1,,
PTSD),9010,PTSD/1,,
PTST,9010,PTSD/1,,
R/I FOR PTSD,9010,PTSD/1,,
SC INCREASE PTSD,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER (NEW),9010,PTSD/1,,
PTSD (CAR),9010,PTSD/1,,
PTSD AND ALL OTHER MENTAL,9010,PTSD/1,,
PTSD INCREASE EVALUATION,9010,PTSD/1,,
PTSD/MENTAL CONDITION,9010,PTSD/1,,
PTSD--INCREASE,9010,PTSD/1,,
RE-EVALUATE PTSD,9010,PTSD/1,,
S/C INCREASE PTSD,9010,PTSD/1,,
SERVICE CONNECTION FOR PTSD.,9010,PTSD/1,,
"SLEEP APNEA, SECONDARY TO PTSD",9012,PTSD/1,,
SLEEP DISORDER 2ND TO PTSD,8989,PTSD/1,,
TEMP 100% PTSD PROGRAM,9010,PTSD/1,,
ANXIETY DUE TO PTSD,9010,PTSD/1,,
COMBAT RELATED PTSD,9010,PTSD/1,,
POST TRAUAMTIC STRESS DISORDER,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER DUE TO,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER WITH,9010,PTSD/1,,
POST TRAUMATIC STRESS DISORDER-INCREASE,9010,PTSD/1,,
POST TRAUMATIC STRESS DISRODER,9010,PTSD/1,,
POSTTRAUMATIC STRESS DISORDER PTSD,9010,PTSD/1,,
PTSD &,9010,PTSD/1,,
PTSD HAS WORSENED,9010,PTSD/1,,
PTSD SERVICE CONNECTION,9010,PTSD/1,,
PTSD SERVICE RELATED,9010,PTSD/1,,
TEMPORARY 100% FOR PTSD DUE TO HOSPITALIZATION IN EXCESS OF 21 DAYS.,9010,PTSD/1,,
2. PTSD,9010,PTSD/1,,
"ACQUIRED PSYCHIATRIC CONDITION TO INCLUDE PTSD, ANXIETY, AND DEPRESSION",9010,PTSD/1,,
INCREASE IN PTSD RATING,9010,PTSD/1,,
INCREASE OF S/C PTSD,9010,PTSD/1,,
MENTAL HEALTH PTSD,9010,PTSD/1,,
PSYCHIATRIC DISORDER TO INCLUDE PTSD,9010,PTSD/1,,
PTSD - INC,9010,PTSD/1,,
PTSD - SEE ATTACHED 21-0781,9010,PTSD/1,,
PTSD DS,9010,PTSD/1,,
S/C POST TRAUMATIC STRESS,9010,PTSD/1,,
S/C POST TRAUMATIC STRESS DISORDER,9010,PTSD/1,,
SERVICE CONNECTION PTSD,9010,PTSD/1,,
SUBSTANCE ABUSE 2ND TO PTSD,8989,PTSD/1,,
^PTSD,9010,PTSD/1,,
"PTSD, NON COMBAT",9011,PTSD/2,,
PTSD (NON-COMBAT),9011,PTSD/2,,
PTSD NON-COMBAT,9011,PTSD/2,,
PTSD DUE TO PERSONAL TRAUMA,9011,PTSD/3,,
PTSD PERSONAL TRAUMA,9011,PTSD/3,,
PTSD SECONDARY TO PERSONAL ASSAULT,9011,PTSD/3,,
PTSD DUE TO PERSONAL ASSAULT,9011,PTSD/3,,
PTSD PERSONAL ASSAULT,9011,PTSD/3,,
PTSD-PERSONAL TRAUMA,9011,PTSD/3,,
PTSD (PERSONAL TRAUMA),9011,PTSD/3,,
PTSD (PERSONAL ASSAULT),9011,PTSD/3,,
PTSD-PERSONAL ASSAULT,9010,PTSD/3,,
PERSONAL ASSAULT,9011,PTSD/3,,
ACQUIRED PSYCHIATRIC DISORDER TO INCLUDE PTSD,9011,PTSD/3,,
RADIATION EXPOSURE,8925,RDN,,
IONIZING RADIATION,8925,RDN,,
EXPOSURE TO RADIATION,8925,RDN,,
SARCOIDOSIS,9012,SARCO,,
SARCODOSIS,9012,SARCO,,
PULMONARY SARCOIDOSIS,9012,SARCO,,
TINNITUS,3140,,,
BILATERAL HEARING LOSS,3140,,,
HEARING LOSS,3140,,,
SLEEP APNEA,9012,,,
DEPRESSION,8989,,,
HYPERTENSION,8979,,,
ANXIETY,8989,,,
BILATERAL TINNITUS,3140,,,
DIABETES,8973,,,
BACK CONDITION,8998,,,
HEADACHES,9007,,,
HIGH BLOOD PRESSURE,8979,,,
RIGHT KNEE,8997,,,
LOWER BACK CONDITION,8998,,,
LEFT KNEE,8997,,,
INSOMNIA,8989,,,
LOWER BACK,8998,,,
INDIVIDUAL UNEMPLOYABILITY,6990,,,
BILATERAL KNEE CONDITION,8997,,,
TBI,9020,,,
GERD,8968,,,
RIGHT KNEE CONDITION,8997,,,
LOWER BACK PAIN,8998,,,
PROSTATE CANCER,8935,,,
LEFT KNEE CONDITION,8997,,,
BACK,8998,,,
ERECTILE DYSFUNCTION,8975,,,
MIGRAINES,9007,,,
ASTHMA,9012,,,
ISCHEMIC HEART DISEASE,8979,,,
HEART CONDITION,8979,,,
SINUSITIS,9012,,,
COPD,9012,,,
ALLERGIC RHINITIS,9012,,,
RIGHT SHOULDER,9002,,,
BACK PAIN,8998,,,
NECK CONDITION,8999,,,
BI-LATERAL HEARING LOSS,3140,,,
MIGRAINE HEADACHES,9007,,,
LEFT SHOULDER,9002,,,
RIGHT SHOULDER CONDITION,9002,,,
LOW BACK CONDITION,8998,,,
HEARING LOSS BILATERAL,3140,,,
HEMORRHOIDS,8968,,,
RIGHT ANKLE,8991,,,
LEFT SHOULDER CONDITION,9002,,,
SLEEP DISORDER,8989,,,
BACK INJURY,8998,,,
ANXIETY DISORDER,8989,,,
LEFT ANKLE,8991,,,
INCREASE,8925,,,
MEMORY LOSS,8989,,,
DIABETES TYPE II,8973,,,
ARTHRITIS,8992,,,
RINGING IN EARS,3140,,,
LOWER BACK INJURY,8998,,,
NECK,8999,,,
SKIN CONDITION,9016,,,
ACID REFLUX,8968,,,
TINNITIS,3140,,,
HEARING,3140,,,
MENTAL HEALTH CONDITION,8989,,,
BILATERAL FOOT CONDITION,8994,,,
RIGHT ANKLE CONDITION,8991,,,
BILATERAL KNEES,8997,,,
VERTIGO,8969,,,
IU,6990,,,
NECK PAIN,8999,,,
TINITUS,3140,,,
RIGHT KNEE INJURY,8997,,,
CORONARY ARTERY DISEASE,8979,,,
LEFT ANKLE CONDITION,8991,,,
LEFT KNEE INJURY,8997,,,
ED,8975,,,
IBS,8968,,,
LOW BACK PAIN,8998,,,
DIABETES MELLITUS TYPE II,8973,,,
TRAUMATIC BRAIN INJURY,9020,,,
PERIPHERAL NEUROPATHY,9006,,,
BILATERAL SHOULDER CONDITION,9002,,,
BILATERAL ANKLE CONDITION,8991,,,
UNEMPLOYABILITY,6990,,,
HEART DISEASE,8979,,,
GOUT,8992,,,
IRRITABLE BOWEL SYNDROME,8968,,,
RIGHT KNEE PAIN,8997,,,
FIBROMYALGIA,8976,,,
OBSTRUCTIVE SLEEP APNEA,9012,,,
FLAT FEET,8994,,,
ALLERGIES,9012,,,
AID AND ATTENDANCE,9017,,,
ADJUSTMENT DISORDER,8989,,,
BILATERAL KNEE PAIN,8997,,,
PSEUDOFOLLICULITIS BARBAE,9016,,,
BI LATERAL HEARING LOSS,3140,,,
HEARING LOSS BOTH EARS,3140,,,
TINNITUS DUE TO ACOUSTIC TRAUMA,3140,,,
LEFT KNEE PAIN,8997,,,
NEUROPATHY,9006,,,
MAJOR DEPRESSIVE DISORDER,8989,,,
CHRONIC HEADACHES,9007,,,
SKIN CANCER,1250,,,
DIABETES MELLITUS,8973,,,
RIGHT HIP,8996,,,
B/L HEARING LOSS,3140,,,
TINNITUS BILATERAL,3140,,,
HERNIA,8968,,,
RIGHT FOOT,8994,,,
HIGH CHOLESTEROL,8925,,,
KNEES,8997,,,
LEFT FOOT,8994,,,
PLANTAR FASCIITIS,8994,,,
BILATERAL HIP CONDITION,8996,,,
RIGHT FOOT CONDITION,8994,,,
ANEMIA,8981,,,
STROKE,8926,,,
LOW BACK,8998,,,
RIGHT HIP CONDITION,8996,,,
LEFT FOOT CONDITION,8994,,,
"TINNITUS,",3140,,,
LEFT HIP,8996,,,
CHRONIC FATIGUE,8976,,,
RINGING IN THE EARS,3140,,,
RIGHT SHOULDER INJURY,9002,,,
HTN,8979,,,
ECZEMA,9016,,,
LUNG CANCER,1230,,,
HYPERLIPIDEMIA,8925,,,
BRONCHITIS,9012,,,
TMJ,8967,,,
TYPE II DIABETES,8973,,,
LUMBAR SPINE,8998,,,
BIPOLAR DISORDER,8989,,,
BILATERAL PES PLANUS,8994,,,
MAJOR DEPRESSION,8989,,,
NECK INJURY,8999,,,
CHRONIC SINUSITIS,9012,,,
FATIGUE,8976,,,
RIGHT WRIST,9004,,,
SLEEP DISTURBANCES,8989,,,
HEAD INJURY,9020,,,
SHIN SPLINTS,8997,,,
DEPRESSION/ANXIETY,8989,,,
GLAUCOMA,8974,,,
DEMENTIA,8989,,,
LEFT HIP CONDITION,8996,,,
CHRONIC FATIGUE SYNDROME,8976,,,
LEFT SHOULDER INJURY,9002,,,
HYPOTHYROIDISM,8973,,,
RHINITIS,9012,,,
DEGENERATIVE DISC DISEASE,8998,,,
CERVICAL SPINE CONDITION,8999,,,
BACK PROBLEMS,8998,,,
LOSS OF HEARING,3140,,,
BOTH KNEES,8997,,,
BI-LATERAL TINNITUS,3140,,,
CHRONIC BACK PAIN,8998,,,
LEFT EAR HEARING LOSS,3140,,,
EYE CONDITION,8974,,,
RIGHT SHOULDER PAIN,9002,,,
CONGESTIVE HEART FAILURE,8979,,,
LUNG CONDITION,9012,,,
PES PLANUS,8994,,,
LUMBAR SPINE CONDITION,8998,,,
MENTAL CONDITION,8989,,,
BILATERAL HEARING,3140,,,
LUMBAGO,8998,,,
SC TINNITUS,3140,,,
SCIATICA,8988,,,
GASTROENTERITIS,8968,,,
BILATERAL EYE CONDITION,8974,,,
SINUS CONDITION,9012,,,
CERVICAL SPINE,8999,,,
"HEARING LOSS, BILATERAL",3140,,,
BLADDER CANCER,8935,,,
HEARING LOSS INCREASE,3140,,,
INCREASE BILATERAL HEARING LOSS,3140,,,
RIGHT ANKLE INJURY,8991,,,
INCREASE HEARING LOSS,3140,,,
BILATERAL PLANTAR FASCIITIS,8994,,,
HEART,8979,,,
HEARING LOSS LEFT EAR,3140,,,
HEARING LOSS DUE TO ACOUSTIC TRAUMA,3140,,,
"HEARING LOSS,",3140,,,
BIALTERAL HEARING LOSS,3140,,,
RESPIRATORY CONDITION,9012,,,
KNEE,8997,,,
TDIU,6990,,,
SC BILATERAL HEARING LOSS,3140,,,
LEFT WRIST,9004,,,
KIDNEY STONES,8975,,,
NIGHTMARES,8989,,,
RIGHT WRIST CONDITION,9004,,,
SCHIZOPHRENIA,8989,,,
"BILATERAL HEARING LOSS,",3140,,,
SLEEP CONDITION,8989,,,
LEFT SHOULDER PAIN,9002,,,
KNEE PAIN,8997,,,
DIABETES TYPE 2,8973,,,
FEET,8994,,,
RIGHT EAR HEARING LOSS,3140,,,
HEARING LOSS (BILATERAL),3140,,,
SHORTNESS OF BREATH,9012,,,
RIGHT HAND,8995,,,
BILATERAL HEARING LOSS DUE TO ACOUSTIC TRAUMA,3140,,,
LUMBAR STRAIN,8998,,,
BIL HEARING LOSS,3140,,,
JOINT PAIN,9005,,,
DEVIATED SEPTUM,9012,,,
BL HEARING LOSS,3140,,,
LEFT ANKLE INJURY,8991,,,
PARKINSON'S DISEASE,9007,,,
RIGHT ELBOW,8993,,,
BIPOLAR,8989,,,
SLEEP APNEA W/CPAP,9012,,,
DEPRESSIVE DISORDER,8989,,,
BILATERAL SHIN SPLINTS,8997,,,
CHEST PAIN,9005,,,
BHL,3140,,,
VISION LOSS,8974,,,
VISION,8974,,,
BILATERAL KNEE,8997,,,
UPPER BACK CONDITION,8999,,,
CANCER,8925,,,
DIZZINESS,8969,,,
PSORIASIS,9016,,,
RIGHT HAND CONDITION,8995,,,
COLON CANCER,8935,,,
CERVICALGIA,8999,,,
HEARING LOSS RIGHT EAR,3140,,,
DENTAL CONDITION,8967,,,
RESTLESS LEG SYNDROME,9006,,,
KIDNEY CONDITION,8975,,,
MIGRAINE,9007,,,
ANXIETY/DEPRESSION,8989,,,
SEIZURES,9007,,,
HIATAL HERNIA,8968,,,
ACNE,9016,,,
SLEEP APNEA WITH CPAP,9012,,,
BILATERAL HEARING LOSS (INCREASE),3140,,,
GASTRITIS,8968,,,
PANIC ATTACKS,8989,,,
CHRONIC LOWER BACK PAIN,8998,,,
"SLEEP APNEA,",9012,,,
ADHD,8989,,,
PROSTATE CONDITION,8975,,,
"DEPRESSION,",8989,,,
DERMATITIS,9016,,,
STOMACH CONDITION,8968,,,
"HYPERTENSION,",8979,,,
REOPEN,8925,,,
LEFT ELBOW,8993,,,
SLEEP DISTURBANCE,8989,,,
DIABETES II,8973,,,
EYES,8974,,,
LEFT WRIST CONDITION,9004,,,
HEARING LOSS-BILATERAL,3140,,,
PROSTATE,8975,,,
AID & ATTENDANCE,9017,,,
DIABETES MELLITUS TYPE 2,8973,,,
SCARS,9013,,,
TINNITUS BOTH EARS,3140,,,
RINGING IN BOTH EARS,3140,,,
HEARING LOSS/TINNITUS,3140,,,
CHRONIC LOW BACK PAIN,8998,,,
BILATERAL ANKLES,8991,,,
SHOULDER,9002,,,
DMII,8973,,,
HEARING LOSS (INCREASE),3140,,,
CHRONIC BRONCHITIS,9012,,,
BILATERAL FEET,8994,,,
SKIN RASH,9016,,,
OSTEOARTHRITIS,8992,,,
B/L TINNITUS,3140,,,
RIGHT ELBOW CONDITION,8993,,,
BILATERAL FLAT FEET,8994,,,
RHEUMATOID ARTHRITIS,8992,,,
SINUS,9012,,,
GULF WAR SYNDROME,8976,,,
ALCOHOLISM,8989,,,
HEART PROBLEMS,8979,,,
BILATERAL FEET CONDITION,8994,,,
KNEE CONDITION,8997,,,
BILATERAL HAND CONDITION,8995,,,
MENTAL HEALTH,8989,,,
SLEEP APENA,9012,,,
ESOPHAGEAL REFLUX,8968,,,
DIABETES MELLITUS II,8973,,,
SPINAL STENOSIS,8998,,,
MIGRANES,9007,,,
HEARING LOSS AND TINNITUS,3140,,,
BILATERAL KNEE INJURY,8997,,,
BILATERAL WRIST CONDITION,9004,,,
KIDNEY DISEASE,8975,,,
MOOD DISORDER,8989,,,
HBP,8979,,,
INCREASE RIGHT KNEE,8997,,,
TYPE 2 DIABETES,8973,,,
LEFT LEG,8997,,,
CERVICAL STRAIN,8999,,,
LOW BACK INJURY,8998,,,
UPPER BACK,8999,,,
STRESS,8989,,,
S/C TINNITUS,3140,,,
CHRONIC MIGRAINES,9007,,,
CERVICAL CONDITION,8999,,,
"MENTAL HEALTH CONDITION,",8989,,,
LUMBOSACRAL STRAIN,8998,,,
RIGHT LEG,8997,,,
SHOULDER PAIN,9002,,,
ERECTILE DISFUNCTION,8975,,,
R KNEE,8997,,,
LEFT KNEE INCREASE,8997,,,
BILATERAL LEG CONDITION,8997,,,
ATRIAL FIBRILLATION,8979,,,
RECONSIDERATION,8925,,,
UPPER BACK PAIN,8999,,,
PARKINSONS DISEASE,9007,,,
ENLARGED PROSTATE,8975,,,
HEADACHE,9007,,,
BILATERAL SHOULDERS,9002,,,
THYROID CONDITION,8973,,,
RIGHT KNEE INCREASE,8997,,,
LEFT HAND,8995,,,
DRY EYE SYNDROME,8974,,,
LEFT LEG CONDITION,8997,,,
SCOLIOSIS,8998,,,
LEFT HAND CONDITION,8995,,,
MENTAL HEALTH CONDITIONS,8989,,,
DIVERTICULITIS,8968,,,
HEART ATTACK,8979,,,
"ANXIETY,",8989,,,
EMPHYSEMA,9012,,,
INCREASE LEFT KNEE,8997,,,
CHRONIC KIDNEY DISEASE,8975,,,
BILATERAL HEARING LOSS INCREASE,3140,,,
HEART MURMUR,8979,,,
BILATEARL HEARING LOSS,3140,,,
PERSONALITY DISORDER,8989,,,
TINNITUS (ACOUSTIC TRAUMA),3140,,,
CARPAL TUNNEL,9006,,,
TINNITUS (NEW),3140,,,
RIGHT LEG CONDITION,8997,,,
CAD,8979,,,
LEFT ANKLE PAIN,8991,,,
HEARING LOSS-INCREASE,3140,,,
IHD,8979,,,
BILATERAL KNEE CONDITIONS,8997,,,
"TINNITUS, BILATERAL",3140,,,
B HEARING LOSS,3140,,,
LEFT ELBOW CONDITION,8993,,,
RIGHT ANKLE PAIN,8991,,,
SPINE,8998,,,
DENTAL,8967,,,
SLEEPING DISORDER,8989,,,
L KNEE,8997,,,
SLEEP PROBLEMS,8989,,,
BILATERAL SHOULDER PAIN,9002,,,
DEGENERATIVE JOINT DISEASE,9001,,,
LEFT EYE CONDITION,8974,,,
R KNEE CONDITION,8997,,,
LOWER BACK STRAIN,8998,,,
CARPAL TUNNEL SYNDROME,9006,,,
TINNITUS.,3140,,,
BILATERAL HEARING LOSS DUE TO,3140,,,
RIGHT ANKLE SPRAIN,8991,,,
MULTIPLE SCLEROSIS,9007,,,
TENSION HEADACHES,9007,,,
ADD,8989,,,
RIGHT HIP PAIN,8996,,,
LUMBAR CONDITION,8998,,,
HIP PAIN,8996,,,
LEFT KNEE SECONDARY TO RIGHT KNEE,8997,,,
HYPERTENTION,8979,,,
MALARIA,8986,,,
HYSTERECTOMY,8925,,,
MULTIPLE MYELOMA,8939,,,
HEADACHES/MIGRAINES,9007,,,
SLEEP APNIA,9012,,,
ISCHEMIC HEART,8979,,,
RIGHT EYE CONDITION,8974,,,
TINNTIUS,3140,,,
GENERALIZED ANXIETY DISORDER,8989,,,
KIDNEY CANCER,8935,,,
BILATERAL CARPAL TUNNEL,9006,,,
L KNEE CONDITION,8997,,,
RIGHT HAND INJURY,8995,,,
BLOOD PRESSURE,8979,,,
RT KNEE CONDITION,8997,,,
LIVER CONDITION,8968,,,
BREATHING PROBLEMS,9012,,,
HEARING LOSS IN BOTH EARS,3140,,,
DIABETIC RETINOPATHY,9006,,,
TUBERCULOSIS,6890,,,
PROSTRATE CANCER,8935,,,
DIABETIC,8973,,,
RIGHT FOOT INJURY,8994,,,
MENTAL DISORDER,8989,,,
SLEEP ISSUES,8989,,,
LEFT ANKLE SPRAIN,8991,,,
REOPEN BILATERAL HEARING LOSS,3140,,,
VISION PROBLEMS,8974,,,
NEW TINNITUS,3140,,,
RT KNEE,8997,,,
KIDNEY FAILURE,8975,,,
ANXIETY CONDITION,8989,,,
CATARACTS,8974,,,
BILATERAL HIPS,8996,,,
ANKLE,8991,,,
TINITIS,3140,,,
HEARING LOSS - BILATERAL,3140,,,
TINNITUS (RINGING IN EARS),3140,,,
R SHOULDER,9002,,,
LEFT FOOT INJURY,8994,,,
LUMBAR SPINE COND,8998,,,
ANGER ISSUES,8989,,,
IMPAIRED HEARING,3140,,,
HEARING IMPAIRMENT,3140,,,
THYROID,8973,,,
GASTROESOPHAGEAL REFLUX DISEASE,8968,,,
TINNITUS (BILATERAL),3140,,,
REOPEN TINNITUS,3140,,,
PLANTAR FASCITIS,8994,,,
LOW BACK STRAIN,8998,,,
SEIZURE DISORDER,9007,,,
BILATERAL HEARING LOSS.,3140,,,
PAIN,8925,,,
BOTH FEET,8994,,,
HIP CONDITION,8996,,,
HEARING LOST,3140,,,
SEVERE DEPRESSION,8989,,,
