UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
159993,R,4986,R,1977,R,314,R,4986,R,1977,R,314,R,17144,R,1977,R,314,R,5550,R,1726,R,410,R,5550,R,1726,R,410,R,17708,R,1726,R,410,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,9146,R,11695,R,26012,R,11695,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,3478,R,1623,R,5101,R,3988,R,1455,R,5443,R,4532,R,1786,R,6318,R,4986,R,1977,R,6963,.,.,R,3478,R,1623,R,5101,R,3988,R,1455,R,5443,R,4532,R,1786,R,6318,R,4986,R,1977,R,6963,.,.,R,11424,R,1623,R,13047,R,12808,R,1455,R,14263,R,15104,R,1786,R,16890,R,17144,R,1977,R,19121,.,.,R,1200,R,1200,R,1200,R,1200,R,6212,R,6486,R,6683,R,6910,R,2870,R,2870,R,3049,R,3095,A,.,R,7200,R,8789,R,8921,A,.,R,4000,R,3626,R,3680,A,.,R,2870,R,3626,R,3680
160010,R,1950,R,616,R,81,R,1950,R,616,R,81,R,5718,R,616,R,238,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,984,R,510,R,1494,R,1421,R,510,R,1931,R,1720,R,606,R,2326,R,1950,R,616,R,2566,.,.,R,984,R,510,R,1494,R,1421,R,510,R,1931,R,1720,R,606,R,2326,R,1950,R,616,R,2566,.,.,R,2544,R,510,R,3054,R,7756,R,510,R,8266,R,9832,R,606,R,10438,R,5718,R,616,R,6334,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8326,R,8326,R,8326,R,8921,R,3435,R,3435,R,3435,R,7446,R,3435,R,3423,R,3423,R,3680
160029,R,20306,R,0,A,.,R,20306,Z,0,A,.,R,20306,Z,0,A,.,R,20306,R,700,R,730,R,20306,R,700,R,730,R,20306,R,700,R,730,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
160038,R,4934,R,1852,R,318,R,4934,R,1852,R,318,R,15722,R,1852,R,318,R,5738,R,1732,R,366,R,5738,R,1732,R,366,R,16526,R,1732,R,816,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3440,R,1609,R,5049,R,3938,R,1619,R,5557,R,4486,R,1721,R,6207,R,4934,R,1929,R,6863,.,.,R,3440,R,1609,R,5049,R,3938,R,1619,R,5557,R,4486,R,1721,R,6207,R,4934,R,1929,R,6863,.,.,R,12010,R,1609,R,13619,R,13304,R,1619,R,14923,R,14606,R,1721,R,16327,R,15722,R,1929,R,17651,.,.,R,1200,R,1200,R,1200,R,1200,R,7300,R,7511,R,7980,R,8397,R,2888,R,2998,R,3049,R,3095,R,8326,R,8642,R,8789,R,8921,R,3435,R,3566,R,3626,R,3680,R,3435,R,3566,R,3626,R,3680
160065,R,9240,R,1070,R,385,R,9240,R,1070,R,385,R,9240,R,1070,R,385,R,8730,R,1070,R,485,R,8730,R,1070,R,485,R,8730,R,1070,R,485,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14699,R,0,R,14699,R,8520,R,1190,R,9710,R,8880,R,1070,R,9950,R,9240,R,1070,R,10310,.,.,R,14699,R,0,R,14699,R,8520,R,1190,R,9710,R,8880,R,1070,R,9950,R,9240,R,1070,R,10310,.,.,R,14699,R,0,R,14699,R,8520,R,1190,R,9710,R,8880,R,1070,R,9950,R,9240,R,1070,R,10310,.,.,R,1500,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9059,R,8642,R,8789,R,8921,R,4285,R,3566,R,3626,R,3680,R,4285,R,3566,R,3626,R,3680
160074,R,10134,R,1016,R,422,R,10134,R,1016,R,422,R,10134,R,1016,R,422,R,14278,R,1350,R,793,R,14278,R,1350,R,793,R,14278,R,1350,R,793,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8344,R,744,R,9088,R,9013,R,744,R,9757,R,9648,R,884,R,10532,R,10128,R,1016,R,11144,.,.,R,8344,R,744,R,9088,R,9013,R,744,R,9757,R,9648,R,884,R,10532,R,10128,R,1016,R,11144,.,.,R,8344,R,744,R,9088,R,9013,R,744,R,9757,R,9648,R,884,R,10532,R,10128,R,1016,R,11144,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11790,R,13257,R,13896,R,14194,R,3436,R,3565,R,3626,R,3680,R,3436,R,3565,R,6753,R,4880
160409,R,14320,R,2278,R,260,R,14320,R,2278,R,260,R,14320,R,2278,R,260,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12860,R,1878,R,14738,R,13500,R,2000,R,15500,R,14040,R,2100,R,16140,R,14320,R,2278,R,16598,.,.,R,12860,R,1878,R,14738,R,13500,R,2000,R,15500,R,14040,R,2100,R,16140,R,14320,R,2278,R,16598,.,.,R,12860,R,1878,R,14738,R,13500,R,2000,R,15500,R,14040,R,2100,R,16140,R,14320,R,2278,R,16598,.,.,R,1200,R,1200,R,1200,R,1200,R,12860,R,13040,R,13560,R,13830,R,1225,R,1225,R,1225,R,1325,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
160481,R,2922,R,674,R,122,R,2922,R,674,R,122,R,6132,R,674,R,258,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2112,R,460,R,2572,R,2372,R,460,R,2832,R,2656,R,586,R,3242,R,2922,R,674,R,3596,.,.,R,2112,R,460,R,2572,R,2372,R,460,R,2832,R,2656,R,586,R,3242,R,2922,R,674,R,3596,.,.,R,4224,R,460,R,4684,R,4980,R,460,R,5440,R,5552,R,586,R,6138,R,6190,R,616,R,6806,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8326,R,8642,R,8642,R,8642,R,3435,R,3566,R,3566,R,3566,R,6397,R,6641,R,6641,R,6641
160524,R,15579,R,0,A,.,R,15579,Z,0,A,.,R,15579,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,.,.,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,.,.,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,R,15995,R,0,R,15995,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7164,R,7452,R,7740,R,7740,R,5346,R,5373,R,5589,R,5589,R,5346,R,5373,R,5589,R,5589
160579,R,2980,R,682,R,124,R,2980,R,682,R,124,R,5908,R,682,R,246,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2112,R,490,R,2602,R,2371,R,500,R,2871,R,2657,R,586,R,3243,R,2980,R,682,R,3662,.,.,R,2112,R,490,R,2602,R,2371,R,500,R,2871,R,2657,R,586,R,3243,R,2980,R,682,R,3662,.,.,R,3996,R,490,R,4486,R,5104,R,500,R,5604,R,5275,R,586,R,5861,R,5908,R,682,R,6590,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9326,R,8642,R,8789,R,8921,R,3435,R,3566,R,3626,R,3680,R,6397,R,3566,R,3626,R,5116
160612,R,4798,R,1749,R,273,R,4798,R,1749,R,273,R,17362,R,1749,R,796,R,5551,R,1559,R,395,R,5551,R,1559,R,395,R,18115,R,1559,R,1093,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3393,R,1211,R,4604,R,3853,R,1389,R,5242,R,4362,R,1353,R,5715,R,4798,R,1749,R,6547,.,.,R,3393,R,1211,R,4604,R,3853,R,1389,R,5242,R,4362,R,1353,R,5715,R,4798,R,1749,R,6547,.,.,R,12898,R,1211,R,14109,R,14712,R,1389,R,16101,R,16381,R,1353,R,17734,R,17362,R,1749,R,19111,.,.,R,1200,R,1200,R,1200,R,1200,R,7190,R,7386,R,7190,R,7100,R,2886,R,2996,R,3044,R,3094,R,8326,R,8642,R,8790,R,8920,R,3434,R,3564,R,3624,R,3678,R,3434,R,3564,R,3624,R,3678
160621,R,6630,R,0,R,934,R,6630,R,0,R,934,R,8274,R,0,R,934,R,7338,R,0,R,605,R,7338,R,0,R,605,R,7474,R,0,R,605,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5074,R,0,R,5074,R,5810,R,0,R,5810,R,6630,R,0,R,6630,R,6630,R,0,R,6630,.,.,R,5074,R,0,R,5074,R,5810,R,0,R,5810,R,6630,R,0,R,6630,R,6630,R,0,R,6630,.,.,R,5074,R,0,R,5074,R,5810,R,0,R,5810,R,8274,R,0,R,8274,R,8274,R,0,R,8274,.,.,R,1200,R,1200,R,1200,R,1200,R,7718,R,7846,R,8003,R,8003,R,2888,R,3072,R,3049,R,3680,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
160630,R,3501,R,1251,R,720,R,3501,R,1251,R,720,R,4752,R,6296,R,720,R,4794,R,1147,R,877,R,4794,R,1147,R,877,R,5941,R,4126,R,877,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2676,R,1230,R,3906,R,3073,R,1299,R,4372,R,3161,R,1750,R,4911,R,3967,R,1251,R,5218,.,.,R,2676,R,1230,R,3906,R,3073,R,1299,R,4372,R,3161,R,1750,R,4911,R,3967,R,1251,R,5218,.,.,R,2676,R,1230,R,3906,R,3073,R,1299,R,4372,R,3161,R,1750,R,4911,R,5218,R,1299,R,6517,.,.,R,1200,R,1200,R,1200,R,1200,R,6643,R,6544,R,7080,R,7080,R,2868,R,2998,R,3000,R,3000,R,8236,R,8642,R,8642,R,8642,R,3398,R,3566,R,3566,R,3566,R,3398,R,3566,R,3566,R,3566
160649,R,2618,R,1016,R,660,R,2618,R,1016,R,660,R,2618,R,1016,R,660,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2024,R,972,R,2996,R,2324,R,980,R,3304,R,2618,R,874,R,3492,R,2618,R,1016,R,3634,.,.,R,2024,R,972,R,2996,R,2324,R,980,R,3304,R,2618,R,874,R,3492,R,2618,R,1016,R,3634,.,.,R,2024,R,972,R,2996,R,2324,R,980,R,3304,R,2618,R,874,R,3492,R,2618,R,1016,R,3634,.,.,R,1500,R,1500,R,1500,R,1500,R,8650,R,8830,R,9010,R,9266,R,3712,R,3712,R,3712,R,3712,R,5000,R,5000,R,5000,R,5000,R,3712,R,3712,R,3712,R,3712,R,3712,R,3712,R,3712,R,3712
160658,R,4915,R,1957,R,286,R,4915,R,1957,R,286,R,17315,R,1957,R,721,R,5010,R,2336,R,408,R,5010,R,2336,R,408,R,17410,R,2336,R,1097,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4864,R,0,R,4864,R,3926,R,1448,R,5374,R,4469,R,1723,R,6192,R,4915,R,1957,R,6872,.,.,R,4864,R,0,R,4864,R,3926,R,1448,R,5374,R,4469,R,1723,R,6192,R,4915,R,1957,R,6872,.,.,R,13486,R,0,R,13486,R,12896,R,1448,R,14344,R,14019,R,1723,R,15742,R,17315,R,1957,R,19272,.,.,R,1200,R,1200,R,1200,R,1200,R,5080,R,8362,R,8594,R,8566,R,3130,R,3161,R,3049,R,3264,R,8236,R,8642,R,10773,R,10773,R,3792,R,3815,R,3626,R,3937,R,3792,R,3815,R,3626,R,3937
160667,R,2922,R,658,R,124,R,2922,R,658,R,124,R,2922,R,3420,R,124,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1422,R,514,R,1936,R,2371,R,514,R,2885,R,2656,R,610,R,3266,R,2922,R,658,R,3580,.,.,R,1422,R,514,R,1936,R,2371,R,514,R,2885,R,2656,R,610,R,3266,R,2922,R,658,R,3580,.,.,R,2531,R,514,R,3045,R,2371,R,1774,R,4145,R,2656,R,3922,R,6578,R,2922,R,3420,R,6342,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8326,R,8642,R,8789,R,8921,R,3435,R,3566,R,3626,R,3680,R,3435,R,3566,R,3626,R,3680
160755,R,44426,R,3880,R,1852,R,44426,R,3880,R,1852,R,44426,R,3880,R,1852,R,46326,R,1980,R,2574,R,46326,R,1980,R,2574,R,46326,R,1980,R,2574,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,53426,R,3834,R,53426,R,3834,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,44426,R,4030,R,44426,R,4030,R,39850,R,3584,R,43434,R,41500,R,3740,R,45240,R,43150,R,3780,R,46930,R,44425,R,3880,R,48305,.,.,R,39850,R,3584,R,43434,R,41500,R,3740,R,45240,R,43150,R,3780,R,46930,R,44425,R,3880,R,48305,.,.,R,39850,R,3584,R,43434,R,41500,R,3740,R,45240,R,43150,R,3780,R,46930,R,44425,R,3880,R,48305,.,.,R,1200,R,1200,R,1200,R,1200,R,10850,R,11540,R,12000,R,12556,R,1000,R,1020,R,1036,R,1049,R,10850,R,11540,R,12000,R,12556,R,1000,R,1020,R,1036,R,1049,R,3800,R,3920,R,3936,R,4095
160904,R,19100,R,2452,R,800,R,19100,R,2452,R,800,R,19100,R,2452,R,800,R,4200,R,1850,R,350,R,4200,R,1850,R,350,R,4200,R,1850,R,350,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,30800,R,2671,R,30800,R,2671,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,16900,R,1000,R,17900,R,17700,R,1000,R,18700,R,18500,R,2060,R,20560,R,19100,R,2452,R,21552,.,.,R,16900,R,1000,R,17900,R,17700,R,1000,R,18700,R,18500,R,2060,R,20560,R,19100,R,2452,R,21552,.,.,R,16900,R,1000,R,17900,R,17700,R,1000,R,18700,R,18500,R,2060,R,20560,R,19100,R,2452,R,21552,.,.,R,1200,R,1200,R,1200,R,1200,R,7400,R,7600,R,7800,R,8500,R,1839,R,1909,R,1941,R,1970,R,8326,R,8642,R,8789,R,8921,R,1839,R,1909,R,1941,R,1970,R,1839,R,1909,R,1941,R,1970
160913,R,1811,R,603,R,73,R,1811,R,603,R,73,R,3622,R,603,R,218,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,984,R,480,R,1464,R,1421,R,480,R,1901,R,1575,R,525,R,2100,R,1811,R,603,R,2414,.,.,R,984,R,480,R,1464,R,1421,R,480,R,1901,R,1575,R,525,R,2100,R,1811,R,603,R,2414,.,.,R,2544,R,480,R,3024,R,3600,R,480,R,4080,R,3200,R,525,R,3725,R,3622,R,603,R,4225,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8326,R,8642,R,8789,R,8921,R,3435,R,3566,R,3626,R,3680,R,3435,R,3435,R,3435,R,3680
160940,R,10080,R,630,R,280,R,10080,R,630,R,280,R,10080,R,630,R,280,R,7200,R,630,R,305,R,7200,R,630,R,305,R,7200,R,630,R,305,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11115,R,0,R,11115,R,10125,R,630,R,10755,R,10080,R,630,R,10710,R,10080,R,630,R,10710,.,.,R,11115,R,0,R,11115,R,10125,R,630,R,10755,R,10080,R,630,R,10710,R,10080,R,630,R,10710,.,.,R,11115,R,0,R,11115,R,10125,R,630,R,10755,R,10080,R,630,R,10710,R,10080,R,630,R,10710,.,.,R,1344,R,1125,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4992,R,4928,R,4984,R,5648,R,5624,R,5560,R,5408,R,4624,R,3880,R,3880,R,3720,R,3328
160959,R,39942,R,549,R,1331,R,39942,R,549,R,1331,R,39942,R,549,R,1331,R,26631,R,549,R,888,R,26631,R,549,R,888,R,26631,R,549,R,888,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,35532,R,531,R,36063,R,37152,R,549,R,37701,R,38403,R,549,R,38952,R,39942,R,549,R,40491,.,.,R,35532,R,531,R,36063,R,37152,R,549,R,37701,R,38403,R,549,R,38952,R,39942,R,549,R,40491,.,.,R,35532,R,531,R,36063,R,37152,R,549,R,37701,R,38403,R,549,R,38952,R,39942,R,549,R,40491,.,.,R,600,R,600,R,600,R,600,R,8820,R,9258,R,9258,R,9300,R,1090,R,1080,R,1080,R,1080,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
160977,R,46750,R,280,A,.,R,46750,R,280,A,.,R,46750,R,280,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,42550,R,250,R,42800,R,44040,R,260,R,44300,R,45380,R,270,R,45650,R,46750,R,280,R,47030,.,.,R,42550,R,250,R,42800,R,44040,R,260,R,44300,R,45380,R,270,R,45650,R,46750,R,280,R,47030,.,.,R,42550,R,250,R,42800,R,44040,R,260,R,44300,R,45380,R,270,R,45650,R,46750,R,280,R,47030,.,.,R,800,R,800,R,800,R,800,R,12500,R,12935,R,13300,R,13690,R,1250,R,1250,R,1250,R,1250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
161004,R,46354,R,454,R,906,R,46354,R,454,R,906,R,46354,R,454,R,906,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,42386,R,430,R,42816,R,43676,R,442,R,44118,R,45004,R,442,R,45446,R,46354,R,454,R,46808,.,.,R,42386,R,430,R,42816,R,43676,R,442,R,44118,R,45004,R,442,R,45446,R,46354,R,454,R,46808,.,.,R,42386,R,430,R,42816,R,43676,R,442,R,44118,R,45004,R,442,R,45446,R,46354,R,454,R,46808,.,.,R,820,R,822,R,816,R,832,R,11654,R,12010,R,12388,R,12760,R,1250,R,1250,R,1250,R,1250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
